var,description
dc_ill_naus_vom_8_v2_3,Nausea and/or vomitting Day 8
dc_ill_adm_5_v2_3,Admission Day 5
e1_crf_status_r1,CRF Status
d364_breath_v3_2,Shortness of breath
d28_ns_2b___1,
d3_chills_st,
pospcr_diarr_resol_r2,Date of symptom resolution (diarrhea):
med_start_day_30_v2_3,Start Date - Day
med_start_day_33_v2_3,Start Date - Day
inclusion_exclusion_criteria_complete,
d182_weak_st_v3_2,Start date
icf_hiv_vers_v2_3,Version
ae_date_1_v2_3,Start Date
pospcr_chestpain_resol,Date of symptom resolution (chest pain):
icf_trans_v2_3,9. Was a translator used?
s6_lymph_det_ncs,Lymphatic - Abnormal NCS details
medhist_neuro_v2_3,Neurological
d364_hiv_2a_v3_2___1,
pospcr_anosmia_qresol,Is symptom (anosmia) resolution date known?
medication_dis_33_v2_3,Disease Indication
prevac_resp,
icf_ques_sp_v2_3,Specify any questions or concerns raised
pospcr_cough_dur_r2,How long was the 'persistent cough' symptom present (needs not be contiguous days)? 
ae_date_20_v2_3,Start Date
medication_route_13_v2_3,Route Code
icf_re_copy_v3_0,Was a copy of the main informed consent form given to the participant?
travelhist_country2_end_day_v2_3,End Date - day
s6_gen_det_ncs,General - Abnormal NCS details
pospcr_anosmia_onset,Date of onset (anosmia):
d3_taste,
ae_outcome_12_v2_3,Outcome
ae_yes_sae_6_v2_3___1,
dc_ill_fatigure_5_v2_3,Fatigue/weakness Day 5
sc_bp_dia_v2_3,Diastolic BP
pospcr_headache_resol_r2,Date of symptom resolution (headache):
dc_pv_cough_4_v2_3,Day 4
ae_og_10_v2_3___1,
herbal3_v2_3,3.  NAME
d14_oth1_st,
mh_hlgt,HLGT
pospcr_condition___7,
dc_ill_diarr_7_v2_3,Diarrhoea Day 7
medication_route_31_v2_3,Route Code
d42_sys_v3_2,Systolic BP
pospcr_symptoms___2,
vacc_para,
un_unblind,Was participant unblinded according to unblinding SOP?
d364_oth1_v3_2,Other
ae_name_5_v2_3,Adverse event name
d364_run_st_v3_2,Start date
d28_locked_date,
eos_death_postmortem_av_v2_3,Post mortem report available?
d28_ns_2b_tim,
ev_resp_pe,
pospcr_diarr_qresol_r2,Is symptom (diarrhea) resolution date known?
d364_head_st_v3_2,Start date
d182_eyes_v3_2,Redness of the eyes
vs_un_ur_pregnancy_result_v2_3,Result
pospcr_symptoms_r2___4,
dc_pv_joint_med_v2_3,Medication
d56_chills_st_v3_2,Start date
sx_sys,Systolic BP
dc_ill_smell_2_v2_3,Loss of sense of smell Day 2
med_stop_day_31_v2_3,Stop Date - Day
ev_cough_st,
d56_ns_2b_tim_v3_2,Time
d3_diarr_st,
d364_crf_status_v3_2,CRF Status
ae_yes_sae_5_v2_3___1,
d56_diarr_v3_2,Diarrhoea
icf_sc_pre_hiv_v3_0,14. Was adequate pre-test HIV counselling given to the participant?
medication_dose_5_v2_3,Dose
dc_ill_throat_7_v2_3,Sore throat Day 7
cm_medication,Medication
med_stop_date_27_v2_3,
dc_pv_tenderness_visit_v2_3,Medical visit
ae_outcome_16_v2_3,Outcome
dc_ill_naus_vom_2_v2_3,Nausea and/or vomitting Day 2
ae_outcome_15_v2_3,Outcome
day_364_post_vaccination_v3_2_complete,
pv60_resp,
eos_death_related_pos_v2_3,Possible relation to IP?
icf_cons_v2_3,7. Was informed consent obtained from the participant for their participation in the study?
s1_induration,Induration
dc_pv_weak_1_v2_3,Day 1
ae_sae_14_v2_3,"If ticked, specify reason"
dc_ill_adm_6_v2_3,Admission Day 6
medication_name_6_v2_3,Mediation Name or Therapy
d7_ns_2a___1,
dc_pv_head_visit_v2_3,Medical visit
s6_sal___1,
ev_resp,
d364_ns_3_tim_v3_2,Time
excl18,
dc_ill_eyes_4_v2_3,Redness of the eyes Day 4
d182_taste_st_v3_2,Start date
med_stop_day_8_v2_3,Stop Date - Day
medication_route_29_v2_3,Route Code
vacc_para_2,
med_start_mo_18_v2_3,Start Date - Month
med_start_date_35_v2_3,
dc_pv_smell_5_v2_3,Day 5
medication_dis_27_v2_3,Disease Indication
med_stop_mo_35_v2_3,Stop Date - Month
icf_re_oth_file_v3_0,Was a copy of the ICF placed in the participant file
med_ongoing_end_4_v2_3___1,
icf_vc_crf_status_v3_0,CRF Status
d3_smell_st,
d364_serum_3_v3_2___1,
d14_serum_13___1,
d7_taste,
illness_visit_complete,
med_stop_mo_33_v2_3,Stop Date - Month
d42_naus_vom_v3_2,Nausea and/or vomitting
medication_name_19_v2_3,Mediation Name or Therapy
icf_re_vers_v3_0,Version
d56_nasal_v3_2,Nasal congestion
d7_naus_vom_st,
dc_pv_cough_1_v2_3,Day 1
icf_re_und_v3_0," Does the participant understand the study, study procedures and what is expected of them? "
med_start_yr_30_v2_3,Start Date - Year
household_vulnerability_v2_3,"4. Does participant live in a household with someone who may be vulnerable to severe COVID disease? (pregnant, >65 year old, comorbid factors (hypertensive, diabetic, cancer) ?)"
ae_date_31_v2_3,Start Date
dc_pv_smell_visit_v2_3,Medical visit
ae_sae_17_v2_3,"If ticked, specify reason"
icf_re_crf_vers_v3_0,What version of the CRF is this? 
med_stop_date_33_v2_3,
medication_dose_24_v2_3,Dose
dc_pv_itch_1_v2_3,Day 1
medication_name_18_v2_3,Mediation Name or Therapy
ae_outcome_13_v2_3,Outcome
d14_head_st,
ev_oth_det_ncs,
ae_sdate_10_v2_3,Stop Date
med_stop_date_14_v2_3,
ae_outcome_9_v2_3,Outcome
d182_cough_v3_2,Cough
d364_neut_2b_v3_2___1,
excl25,
med_start_yr_15_v2_3,Start Date - Year
s6_pulse_2,Pulse rate
medication_frequency_6_v2_3,Frequency
ev_skin_det_cs,
ae_related_8_v2_3,Relationship to Study Vaccine
d182_temp_v3_2,Oral temperature
ae_yes_sae_27_v2_3___1,
ae_sdate_20_v2_3,Stop Date
pospcr_myalgia_dur_r2,How long was the 'Myalgia' symptom present (needs not be contiguous days)? 
dc_ill_med3_v2_3,Name of medication
icf_trans_comm_v2_3,Translator comments
exam_gen_det_cs_v2_3,General - Abnormal CS details
dc_pv_med5_v2_3,Name of medication
d28_dia,
medication_dis_11_v2_3,Disease Indication
dc_pv_sweat_2_v2_3,Day 2
med_start_mo_6_v2_3,Start Date - Month
d3_weak_st,
med_start_yr_22_v2_3,Start Date - Year
exam_gen_det_ncs_v2_3,General - Abnormal NCS details
med_stop_mo_26_v2_3,Stop Date - Month
pe_crf_status_v2_3,CRF Status
age_calc,
d182_ns_2b_v3_2___1,
dc_ill_temp_am_10_v2_3,"Temperature, morning Day 10"
pospcr_spo2_onset_r2,Date of onset (spo2):
ae_yes_sae_28_v2_3___1,
sc_diabetes_v2_3,Any diabetes?
dc_ill_chest_10_v2_3,Chest pain Day 10
dc_pv_tenderness_6_v2_3,Day 6
icf_dat_v2_3,Date of main consent
conmeds5_ind_v2_3,Indication
sc_ue_3___1,
med_ongoing_end_9_v2_3___1,
ae_date_29_v2_3,Start Date
icf_re_comm_v3_0,Comments
medication_frequency_32_v2_3,Frequency
dc_ill_med5_dat_v2_3,Date taken
conmeds3_st_yr_v2_3,Start Date Year
ae_sae_30_v2_3,"If ticked, specify reason"
dc_ill_med3_dose_v2_3,Dosage
travelhist_country2_oth_v2_3,Country/Province
fu_ser_datetime9,
d7_cyt_13_tim,
primary_symptom_elig_r2,Primary Symptom Eligibility
icf_hiv_dat_v2_3,Date of consent
pospcr_diarr_onset,Date of onset (diarrhea):
pospcr_symptoms_r2___3,
med_start_day_13_v2_3,Start Date - Day
pospcr_symptoms_r2___16,
medhist_surgery_det1_v2_3,1. Details
d3_sys,
dc_pv_vacc_dat_v2_3,Date of vaccination:
dc_pv_hard_comm_v2_3,"Comments, including stop date if symptom ongoing on day 6"
ev_naus_vom_st,
medhist_musc_v2_3,Musculoskeletal
dc_ill_med12_freq_v2_3,Frequency
d364_diarr_v3_2,Diarrhoea
medication_route_18_v2_3,Route Code
pospcr_symptoms___17,
ev_conmed,
dc_ill_chest_3_v2_3,Chest pain Day 3
meddra_codes_v3_complete,
s1_respiratory,Respiratory
s6_tim_2,Time
med_stop_yr_24_v2_3,Stop Date - Year
dc_ill_temp_pm_10_v2_3,"Temperature, afternoon Day 10"
dc_pv_cough_3_v2_3,Day 3
cm_level_2,Level 2
dc_ill_breath_5_v2_3,Shortness of breath Day 5
fu_ser_datetime3,
dc_ill_med2_freq_v2_3,Frequency
icf_ad_und_v1_0,"11. Does the participant understand the updated study, study procedures and what is expected of them? "
ae_sdate_2_v2_3,Stop Date
incl2,
ae_sae_8_v2_3,"If ticked, specify reason"
medication_tmt_33_v2_3,Prophylaxis or Treatment
sc_elisa_3___1,
pospcr_sob_r2,pospcr_sob
pospcr_condition___6,
ae_sdate_11_v2_3,Stop Date
pv60_oxy,
d364_hiv_2b_v3_2___1,
d56_eyes_v3_2,Redness of the eyes
ae_yes_sae_1_v2_3___1,
vs_un_oxy_sp_v2_3,Other oxygen
med_start_yr_23_v2_3,Start Date - Year
s1_rand,Initial randomization arm
pospcr_lrtd_qresol,Is symptom (radiographic findings consistent with LRTD) resolution date known?
ae_related_6_v2_3,Relationship to Study Vaccine
pv60_oxy_2,
meddra_crf_status_v3,CRF status
ev_eyes,
d56_oth2_sp_v3_2,Other: Specify
pospcr_cough_dur,How long was the 'persistent cough' symptom present (needs not be contiguous days)? 
medication_name_16_v2_3,Mediation Name or Therapy
icf_sc_wit_v3_0,2. Is a witness needed to the informed consent process (if illiterate)?
ae_related_30_v2_3,Relationship to Study Vaccine
d28_oth2_st,
d7_eyes,
pospcr_data_sources_r2___6,
d3_nasal,
ae_date_34_v2_3,Start Date
medco_cv_opt_v2_3___6,
ae_related_7_v2_3,Relationship to Study Vaccine
ae_name_11_v2_3,Adverse event name
prevac_sal_2b___1,
dc_ill_chill_3_v2_3,Chills Day 3
sx_tim,Time
d14_cough,
adverse_event_name_v3,Name
d182_serum_2a_tim_v3_2,Time
ae_og_32_v2_3___1,
ev_chest_st,
med_stop_day_6_v2_3,Stop Date - Day
pospcr_rapid,pospcr_rapid
med_stop_day_20_v2_3,Stop Date - Day
dc_ill_body_4_v2_3,Body aches Day 4
dc_ill_med2_dose_v2_3,Dosage
ev_crf_status,
